Price,Currency,Location,Bedrooms,Washrooms,Marla,Details
90 Thousand,PKR,"Bahria Town Phase 8, Bahria Town Rawalpindi",5,5,5,10 Marla Brand New Fully Luxury Designer House For RENT In BAHRIA TOWN PHASE 8 RWP
75 Thousand,PKR,"Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley",5,5,5,7 Marla Fully Luxury House Available For Rent In Good Price In Bahria Town Phase 8 Abu Bakar Block Rawalpindi
60 Thousand,PKR,"Paragon City, Lahore",3,4,3,4Marla House For Rent Beautiful House Near To Park Near To Commercial Ideal Location
30 Thousand,PKR,"Ghauri Town Phase 4, Ghauri Town",2,2,2,Portion For Rent
2 Lakh,PKR,"OPF Housing Scheme - Block A, OPF Housing Scheme",3,4,3,1 Kanal Single Story Finished House Is Available For Rent
3.25 Lakh,PKR,"KDA Officers Society, Gulshan-e-Iqbal Town",5,5,5,300 Yard Neat And Clean Bangalow 5 Bed With huge garden parking Kitchen Huge Garden Beautiful Location Near National Stadium
1 Lakh,PKR,"Askari 6, Peshawar",4,4,4,Askari 6 phase 2 apartment for rent
42 Thousand,PKR,"Al-Ghurair Giga - Block 2, Al-Ghurair Giga",1,1,1,Furnished Flat For Rent In Islamabad
50 Thousand,PKR,"Soan Garden, Islamabad",3,4,3,Ground Portion For Rent
75 Thousand,PKR,"State Life Housing Society, Lahore",3,3,3,10 Marla Upper Portion Available Brand New
85 Thousand,PKR,"Central Park - Block G, Central Park Housing Scheme",5,6,5,"Prime Location In Central Park - Block G Of Lahore, A 10 Marla House Is Available"
30 Thousand,PKR,"Central Park Housing Scheme, Lahore",1,1,1,3 Marla Single Storey For Rent
60 Thousand,PKR,"Central Park Housing Scheme, Lahore",4,4,4,Central Park Housing Scheme 1 Kanal Upper Portion Available For Rent Lower Portion Lock
45 Thousand,PKR,"Central Park Housing Scheme, Lahore",2,3,2,10 Marla Brand New Upper Portion
1.35 Lakh,PKR,"Wapda Town Phase 1, Wapda Town",3,4,3,1 Kanal Lower portion is For rent in wapda town Block F1.
45 Thousand,PKR,"Ghauri Town Phase 5, Ghauri Town",1,1,1,1 BHK Unfurnished Apartment Available For Rent At Hamdan Heights Adjacent To Islamabad Expressway
85 Thousand,PKR,"Wapda Town Phase 1, Wapda Town",3,4,3,1 Kanal Upper Portion Is For Rent In Wapda Town Block E1.
45 Thousand,PKR,"Jinnah Gardens, FECHS",2,3,2,Ground Portion Available for Rent
52 Thousand,PKR,"Park View City, Lahore",3,3,3,10 MARLA UPPER PORTION FOR RENT
60 Thousand,PKR,"Jinnah Gardens, FECHS",3,4,3,Ground Portion Available For Rent 10 Marla
65 Thousand,PKR,"Jinnah Gardens, FECHS",3,3,3,Brand New Upper Portion For Rent
4.5 Lakh,PKR,"DHA Phase 6, DHA Defence",6,6,6,500 Yards Bungalow And Separate Portion Available
35 Thousand,PKR,"G-15 Markaz, G-15",1,1,1,Luxury Furnished Apartment For Rent
45 Thousand,PKR,"G-15 Markaz, G-15",3,3,3,Portion For Rent
70 Thousand,PKR,"Eden Boulevard Housing Scheme, College Road",4,5,4,5 Marla House Available For Rent
55 Thousand,PKR,"Johar Town Phase 2 - Block R1, Johar Town Phase 2",2,2,2,Furnished Portion Available For Rent In Johar Town Block R-1
3.25 Lakh,PKR,"DHA Phase 5, DHA Defence",4,5,4,"500 Square Yards Fully Renovated Bungalow For Rent At Khayaban-E-Mujahid, DHA Phase 5"
35 Lakh,PKR,"DHA Phase 6, DHA Defence",7,7,7,"2000 Sq. Yds. Brand New Owner Built Fully Furnished House For Rent At Khayaban-E-Ameer Khusro, DHA Phase 6"
2.6 Lakh,PKR,"DHA Phase 8, DHA Defence",3,4,3,"500 Sq. Yds. Slightly Used Lower Portion For Rent At Khayaban-E-Iqbal, DHA Phase 8"
4.5 Lakh,PKR,"Bahria Town Phase 4, Bahria Town Rawalpindi",6,6,6,1 Kanal Full Furnished 6bed Rooms Double Unit For Rent Short And Long Period Phase 4 Bahria Town Rwp
32 Thousand,PKR,"National Police Foundation O-9 - Block C, National Police Foundation O-9",2,2,2,"5 Marla Upper Portion In Police Foundation Block-C Near Tehzeeb, NUMS Uni"
25 Thousand,PKR,"Qartaba Chowk, Lahore",2,1,2,3rd Floor Flat Furnished for office or Betulars etc.
47 Thousand,PKR,"Allama Iqbal Town, Lahore",2,2,2,5 marla brand new uper portion location neelam block Allama iqbal town Lahore
85 Thousand,PKR,"PECHS Block 2, PECHS",3,3,3,Stunning And Affordable Lower Portion Available For Rent In PECHS Block 2
35 Lakh,PKR,"PECHS Block 6, PECHS",10,6,10,Get In Touch Now To Buy A House In PECHS Block 6
80 Thousand,PKR,"Wapda Town Phase 1 - Block H2, Wapda Town Phase 1",3,4,3,1 Kanal Brand New First Entry Upper Portion For Rent At Very Hot Location In Reasonable Price
90 Thousand,PKR,"Johar Town Phase 2 - Block Q, Johar Town Phase 2",4,5,4,5 Marla Full House Available For Rent
75 Thousand,PKR,"G-13, Islamabad",2,3,2,7 marla like brand new uper portion available for rent in g13 Islamabad in a very good condition
2 Lakh,PKR,"Bath Island, Karachi",3,3,3,Bath Island Brand New 3 Bedrooms Apartment With Private Lift
32 Thousand,PKR,"National Police Foundation O-9 - Block C, National Police Foundation O-9",2,2,2,"5 Marla Upper Portion In Police Foundation Block-C Near Tehzeeb, NUMS Uni"
25 Thousand,PKR,"Qartaba Chowk, Lahore",2,1,2,3rd Floor Flat Furnished for office or Betulars etc.
47 Thousand,PKR,"Allama Iqbal Town, Lahore",2,2,2,5 marla brand new uper portion location neelam block Allama iqbal town Lahore
85 Thousand,PKR,"PECHS Block 2, PECHS",3,3,3,Stunning And Affordable Lower Portion Available For Rent In PECHS Block 2
35 Lakh,PKR,"PECHS Block 6, PECHS",10,6,10,Get In Touch Now To Buy A House In PECHS Block 6
80 Thousand,PKR,"Wapda Town Phase 1 - Block H2, Wapda Town Phase 1",3,4,3,1 Kanal Brand New First Entry Upper Portion For Rent At Very Hot Location In Reasonable Price
90 Thousand,PKR,"Johar Town Phase 2 - Block Q, Johar Town Phase 2",4,5,4,5 Marla Full House Available For Rent
75 Thousand,PKR,"G-13, Islamabad",2,3,2,7 marla like brand new uper portion available for rent in g13 Islamabad in a very good condition
2 Lakh,PKR,"Bath Island, Karachi",3,3,3,Bath Island Brand New 3 Bedrooms Apartment With Private Lift
85 Thousand,PKR,"F-11, Islamabad",1,1,1,1 bed furnished flat for renf in f11
2.7 Lakh,PKR,"DHA Phase 6, DHA Defence",5,6,5,BUNGALOW FOR RENT
90 Thousand,PKR,"Bahria Town Phase 8, Bahria Town Rawalpindi",5,5,5,10 Marla Brand New Fully Luxury Designer House For RENT In BAHRIA TOWN PHASE 8 RWP
75 Thousand,PKR,"Bahria Town Phase 8 - Abu Bakar Block, Bahria Town Phase 8 - Safari Valley",5,5,5,7 Marla Fully Luxury House Available For Rent In Good Price In Bahria Town Phase 8 Abu Bakar Block Rawalpindi
60 Thousand,PKR,"Paragon City, Lahore",3,4,3,4Marla House For Rent Beautiful House Near To Park Near To Commercial Ideal Location
30 Thousand,PKR,"Ghauri Town Phase 4, Ghauri Town",2,2,2,Portion For Rent
2 Lakh,PKR,"OPF Housing Scheme - Block A, OPF Housing Scheme",3,4,3,1 Kanal Single Story Finished House Is Available For Rent
3.25 Lakh,PKR,"KDA Officers Society, Gulshan-e-Iqbal Town",5,5,5,300 Yard Neat And Clean Bangalow 5 Bed With huge garden parking Kitchen Huge Garden Beautiful Location Near National Stadium
1 Lakh,PKR,"Askari 6, Peshawar",4,4,4,Askari 6 phase 2 apartment for rent
42 Thousand,PKR,"Al-Ghurair Giga - Block 2, Al-Ghurair Giga",1,1,1,Furnished Flat For Rent In Islamabad
50 Thousand,PKR,"Soan Garden, Islamabad",3,4,3,Ground Portion For Rent
75 Thousand,PKR,"State Life Housing Society, Lahore",3,3,3,10 Marla Upper Portion Available Brand New
85 Thousand,PKR,"Central Park - Block G, Central Park Housing Scheme",5,6,5,"Prime Location In Central Park - Block G Of Lahore, A 10 Marla House Is Available"
30 Thousand,PKR,"Central Park Housing Scheme, Lahore",1,1,1,3 Marla Single Storey For Rent
60 Thousand,PKR,"Central Park Housing Scheme, Lahore",4,4,4,Central Park Housing Scheme 1 Kanal Upper Portion Available For Rent Lower Portion Lock
45 Thousand,PKR,"Central Park Housing Scheme, Lahore",2,3,2,10 Marla Brand New Upper Portion
65 Thousand,PKR,"Central Park - Block AA, Central Park Housing Scheme",3,4,3,"Ideal Prime Location 5 Marla House Available In Central Park - Block AA, Lahore"
1.1 Lakh,PKR,"Central Park Housing Scheme, Lahore",5,6,5,10 MARLA BRAND NEW HOUSE FOR RENT
1.7 Lakh,PKR,"G-10/3, G-10",3,3,3,G-10/3 40x80 Corner Upper Portion With Separate Entrance
45 Thousand,PKR,"Central Park - Block A, Central Park Housing Scheme",3,2,3,Prime Location 10 Marla Spacious Upper Portion Is Available In Central Park - Block A For Rent
55 Thousand,PKR,"Central Park - Block D, Central Park Housing Scheme",3,2,3,"Prime Location 10 Marla Upper Portion Available For Rent In Central Park - Block D, Lahore"
43 Thousand,PKR,"Cavalry Extension, Lahore",2,2,2,Upper Portion For Rent 2bad Attach Bathroom TV Launch Tiles Flooring Woodwork Good Location Man Apruch
50 Thousand,PKR,"Cantt View - Phase 1, Cantt View Society",2,2,2,Avail Yourself A Great 10 Marla Upper Portion In Cantt View - Phase 1
80 Thousand,PKR,"Punjab Small Industries Colony, Lahore",4,4,4,14 Marla Upper Portion In Punjab Small Industries Colony For Rent
1.25 Lakh,PKR,"G-11/2, G-11",3,3,3,Full House For Rent
50 Thousand,PKR,"Airport Green Garden, Kashmir Highway",3,3,3,Top City 1 Islamabad Airport Port Green Garden 5 Marla House For Rent
90 Thousand,PKR,"Top City 1, Islamabad",4,4,4,20 Marla Brand New Portion
80 Thousand,PKR,"PWD Housing Society - Block D, PWD Housing Scheme",4,5,4,6 Marla Double Storey Full House Available For Rent In Pwd
5.25 Lakh,PKR,"F-8, Islamabad",6,6,6,Independent House For Rent
4.6 Lakh,PKR,"F-8, Islamabad",3,4,3,Beautiful House For Rent
4.5 Lakh,PKR,"G-10/2, G-10",7,6,7,Ground Plus Basement House For Rent
5 Lakh,PKR,"F-7, Islamabad",3,4,3,House For Rent in F-7 On Prime Location
2.6 Lakh,PKR,"DHA Phase 4, DHA Defence",5,6,5,1 Kanal Most Beautiful Modern Design House Available For Rent At Prime Location Of Dha
35 Thousand,PKR,"Officer Colony, Lahore",2,2,2,10 Marla 2nd Portion For Rent In Officer Colony
4.2 Lakh,PKR,"F-7/4, F-7",3,4,3,Semi Furnished 3 Bedrooms Separate Upper Portion
25 Thousand,PKR,"Al-Ghurair Giga - Block 12, Al-Ghurair Giga",1,1,1,Get Your Dream Flat In Al-Ghurair Giga - Block 12 Islamabad
32 Thousand,PKR,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",3,3,3,A Spacious 152 Square Yards House In Bahria Town - Precinct 11-B
1.3 Lakh,PKR,"Bahria Paradise - Precinct 51, Bahria Paradise",5,5,5,House Of 500 Square Yards Available In Bahria Paradise - Precinct 51
25 Thousand,PKR,"Gulberg, Peshawar",3,3,3,Buy Prime Location 1 Marla House At Highly Affordable Price
60 Thousand,PKR,"I-10/4, I-10",2,2,2,new Ground portion For Rent In I-10/4 near family hospital
40 Thousand,PKR,"Central Park - Block C, Central Park Housing Scheme",3,4,3,3 Marla House Available For Rent
50 Thousand,PKR,"Bahria Nasheman - Iris, Bahria Nasheman",3,4,3,5 Marla House Available For Rent
1.45 Lakh,PKR,"Askari 10, Askari",5,6,5,Affordable House Available For rent In Askari 10
2.05 Lakh,PKR,"Falcon Complex New Malir, Malir",5,5,5,IH House 500 Square Yard Available For Rent West Open Park Facing
50 Thousand,PKR,"Hayatabad Phase 6 - F7, Hayatabad Phase 6",4,3,4,10 Marla Upper Portion For Rent
35 Thousand,PKR,"Defence Residency, DHA Defence Phase 2",2,2,2,2 Beds Flat For Rent - Block 14
45 Thousand,PKR,"Defence Executive Apartments, DHA Defence Phase 2",1,1,1,1 Bed Furnished For Rent - Defence Executive Apartments
55 Thousand,PKR,"Defence Executive Apartments, DHA Defence Phase 2",1,1,1,Fully Furnished Flat For Rent - DHA-2
45 Thousand,PKR,"Defence Executive Apartments, DHA Defence Phase 2",1,1,1,1 Bed Furnished For Rent - Defence Executive Apartments
55 Thousand,PKR,"Defence Executive Apartments, DHA Defence Phase 2",1,1,1,Fully Furnished Flat For Rent - DHA-2
2.15 Lakh,PKR,"Falcon Complex New Malir, Malir",5,5,5,BRAND-NEW CORNER 500 SQ YARD HOUSE AVAILABLE FOR RENT
85 Thousand,PKR,"Falcon Complex New Malir, Malir",2,2,2,500 Square Yard Upper Portion Available For Rent
1.8 Lakh,PKR,"Askari 5 - Sector B, Askari 5",5,5,5,Highly-Desirable House Available In Askari 5 Sector B For Rent
1.8 Lakh,PKR,"Askari 5 - Sector J, Askari 5",5,5,5,Sector J 375 Sq Yard Brigadier House Available For Rent
23 Thousand,PKR,"Gulberg 2, Gulberg",1,2 Marla,1,Family Flat Available For Rent
40 Thousand,PKR,"Gulberg 2, Gulberg",2,2,2,Family Flat Available For Rent
22 Thousand,PKR,"Gulberg 2, Gulberg",1,2 Marla,1,1 Bed Lounge Flat Available For Rent
1.6 Lakh,PKR,"Askari 10, Askari",4,5,4,10 Marla House In Stunning Askari 10 Is Available For rent
1.58 Lakh,PKR,"Askari 10, Askari",4,5,4,Prominently-Located House Available In Askari 10 For rent
1.55 Lakh,PKR,"Askari 10, Askari",4,5,4,10 Marla House For Rent In The Perfect Location Of Askari 10
88 Thousand,PKR,"G-13, Islamabad",4,4,4,Open Basement Available for RENT from 1 May
40 Thousand,PKR,"Shalimar Colony, Multan",3,3,3,Double Storey 5 Marla House For Rent In Shalimar Colony
45 Thousand,PKR,"Shalimar Colony, Multan",3,3,3,House For Rent In Shalimar Colony
25 Thousand,PKR,"Shalimar Colony, Multan",2,2,2,Upper Portion For Rent In Shalimar Colony
35 Thousand,PKR,"Shalimar Colony, Multan",4,4,4,10 Marla Lower Portion For Rent In Allama Iqbal Town
1.7 Lakh,PKR,"Falcon Complex New Malir, Malir",4,5,4,350 SQ YARD BRAND NEW HOUSE FOR RENT IN FALCON COMPLEX MALIR
2 Lakh,PKR,"Johar Town Phase 2, Johar Town",6,6,6,15 Marla House For Rent In Johar Town Phase 2
75 Thousand,PKR,"DHA Defence Phase 5, DHA Defence",3,4,3,5 Marla House Available For Rent Dha Phase 5 Sector F
60 Thousand,PKR,"DHA Defence Phase 2, DHA Defence",2,3,2,10 Marla Upper Portion Available For Rent
85 Thousand,PKR,"DHA Phase 2 - Sector C, DHA Defence Phase 2",3,4,3,Dha Phase 2 Sector C Kanal Upper Potion Available
1.3 Lakh,PKR,"DHA Phase 2 - Sector E, DHA Defence Phase 2",4,5,4,Dha Phase 2 Sector E 10 Marla House For Rent
2 Lakh,PKR,"DHA Defence Phase 2, DHA Defence",6,6,6,DHA Phase 2 House For Rent
2 Lakh,PKR,"DHA Defence Phase 1, DHA Defence",6,6,6,DHA Phase 1 House For Rent
90 Thousand,PKR,"DHA Defence Phase 1, DHA Defence",4,4,4,DHA Phase 1 Portion For Rent
2.2 Lakh,PKR,"Bahria Town Phase 7, Bahria Town Rawalpindi",6,6,6,Bahria Town Phase 7 House For Rent
2.5 Lakh,PKR,"Civil Lines, Karachi",3,4,3,Zamzam Towers 3 Bedroom Drawing Lounge Fully Furnished Apartment
3.25 Lakh,PKR,"Clifton - Block 9, Clifton",4,5,4,Dynasty Apartment 4 Bedroom Drawing Lounge
2.3 Lakh,PKR,"Bath Island, Karachi",3,4,3,Royal Luxuries 3 Bedroom Drawing Lounge Apartment
1.5 Lakh,PKR,"Clifton - Block 8, Clifton",3,3,3,Mega Comfort 3bed With Roof West Open
1.5 Lakh,PKR,"Frere Town, Karachi",3,4,3,Saima Spring Field 3bedroom Drawing Lounge Apartment
1.5 Lakh,PKR,"Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave",5,5,5,Bahria Town Phase 8 Overseas 5 House For Rent
95 Thousand,PKR,"EME Society, Lahore",3,3,3,Eme 1 Kanal Portion For Rent
1.3 Lakh,PKR,"EME Society, Lahore",4,4,4,Eme Upper Portion Far Rent
85 Thousand,PKR,"EME Society, Lahore",3,3,3,Eme Upper Portion For Rent
85 Thousand,PKR,"EME Society, Lahore",3,3,3,Eme Open Portion For Rent
90 Thousand,PKR,"Bahria Town - Sector C, Bahria Town",3,3,3,Bahria Town Upper Portion
75 Thousand,PKR,"North Nazimabad - Block B, North Nazimabad",4,4,4,Prominently-Located Prime Location 1800 Square Feet Flat Available In North Nazimabad - Block B
40 Thousand,PKR,"North Nazimabad - Block B, North Nazimabad",2,2,2,Get An Attractive Prime Location Flat In Karachi Under Rs. 40000
1.1 Lakh,PKR,"North Nazimabad - Block N, North Nazimabad",3,3,3,This Is Your Chance To Buy Upper Portion In North Nazimabad - Block N
2.6 Lakh,PKR,"North Nazimabad - Block B, North Nazimabad",6,6,6,Single Storey 750 Square Yards House For rent In North Nazimabad - Block B Karachi
2.8 Lakh,PKR,"F-11/4, F-11",4,4,4,F 11/4 500 Sy Ground +Basement For Rent
40 Thousand,PKR,"Defence Residency, DHA Defence Phase 2",1,1,1,Flat In Defence Residency Sized 602 Square Feet Is Available
3 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 2, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,Avail Yourself A Great 350 Square Yards House In Navy Housing Scheme Karsaz - Phase 2
7 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,A Great Choice For A 350 Square Yards House Available In Navy Housing Scheme Karsaz - Phase 3
7 Lakh,PKR,"Navy Housing Scheme Karsaz, Karachi",14 Marla,,14 Marla,House Sized 350 Square Yards In Navy Housing Scheme Karsaz
1.7 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,350 Square Yards Spacious Upper Portion Available In Navy Housing Scheme Karsaz - Phase 3 For Rent
1.6 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,Navy Housing Scheme Karsaz - Phase 3 Lower Portion Sized 350 Square Yards
1.7 Lakh,PKR,"Navy Housing Scheme Karsaz, Karachi",14 Marla,,14 Marla,Ready To Buy A Upper Portion 350 Square Yards In Navy Housing Scheme Karsaz
3 Lakh,PKR,"Navy Housing Scheme Karsaz, Karachi",14 Marla,,14 Marla,Navy Housing Scheme Karsaz House Sized 350 Square Yards For rent
1.6 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 2, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,Navy Housing Scheme Karsaz - Phase 2 Lower Portion Sized 350 Square Yards Is Available
1.7 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 2, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,Centrally Located Upper Portion In Navy Housing Scheme Karsaz - Phase 2 Is Available For Rent
3 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 2, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,Ready To Buy A House 350 Square Yards In Navy Housing Scheme Karsaz - Phase 2
2.85 Lakh,PKR,"Navy Housing Scheme Karsaz, Karachi",15.6 Marla,,15.6 Marla,Spacious Flat Is Available For Rent In Ideal Location Of Navy Housing Scheme Karsaz
2.75 Lakh,PKR,"Navy Housing Scheme Karsaz, Karachi",15.6 Marla,,15.6 Marla,3500 Square Feet Flat For Rent In Navy Housing Scheme Karsaz
7 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,House Of 350 Square Yards In Navy Housing Scheme Karsaz - Phase 3 Is Available
1.7 Lakh,PKR,"Navy Housing Scheme Karsaz, Karachi",14 Marla,,14 Marla,Ready To Buy A Upper Portion 350 Square Yards In Navy Housing Scheme Karsaz
1.6 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 2, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,Navy Housing Scheme Karsaz - Phase 2 Lower Portion Sized 350 Square Yards Is Available
1.7 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 2, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,Centrally Located Upper Portion In Navy Housing Scheme Karsaz - Phase 2 Is Available For Rent
3 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 2, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,Ready To Buy A House 350 Square Yards In Navy Housing Scheme Karsaz - Phase 2
1.6 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,Property For Rent In Navy Housing Scheme Karsaz - Phase 1 Karachi Is Available Under Rs. 160000
6 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",1 Kanal,,1 Kanal,A Great Choice For A 500 Square Yards House Available In Navy Housing Scheme Karsaz - Phase 1
2.85 Lakh,PKR,"Navy Housing Scheme Karsaz, Karachi",15.6 Marla,,15.6 Marla,Spacious Flat Is Available For Rent In Ideal Location Of Navy Housing Scheme Karsaz
3 Lakh,PKR,"Navy Housing Scheme Karsaz, Karachi",15.6 Marla,,15.6 Marla,Rent A Flat In Navy Housing Scheme Karsaz Prime Location
2.75 Lakh,PKR,"Navy Housing Scheme Karsaz, Karachi",15.6 Marla,,15.6 Marla,3500 Square Feet Flat For Rent In Navy Housing Scheme Karsaz
1.7 Lakh,PKR,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",14 Marla,,14 Marla,Prominently-Located Upper Portion Available In Navy Housing Scheme Karsaz - Phase 1 For Rent
2.5 Lakh,PKR,"Clifton - Block 9, Clifton",4,4,4,"Reasonably-Priced Prime Location 2400 Square Feet Flat In Clifton - Block 9, Karachi Is Available As Of Now"
28 Thousand,PKR,"Scheme 33, Karachi",2,2,2,"Daniyal Residency Flat For Rent, 2 Bed Lounge, Ideal Location Flat"
80 Thousand,PKR,"Capital Residencia, Margalla Hills-2",3,3,3,Brand New 3 Bedroom Apartment Available For Rent In Capital Residencia
1.1 Lakh,PKR,"Capital Residencia, Margalla Hills-2",4,4,4,4 Bedroom Unfurnished Apartment Available For Rent In Capital Residencia
1 Lakh,PKR,"E-11/3, E-11",2,2,2,2 Bedroom Ground Potion Furnish Available For Rent E. 11/3 Markaz.
42 Thousand,PKR,"Eden Boulevard Housing Scheme, College Road",2,2,2,5 Marla Lower Portion For Rent
70 Thousand,PKR,"State Life Phase 1 - Block F, State Life Housing Phase 1",3,3,3,10 Marla Upper Portion Available Brand New Lower Lock
45 Thousand,PKR,"Canal View Housing Scheme, Gujranwala",3,3,3,Prime Location  Canal View Housing Scheme  Upper Portion Sized 10 Marla
1.6 Lakh,PKR,"Model Town - Block D, Model Town",4,4,4,25-Marla Upper Portion Available For Rent
34 Thousand,PKR,"Chapal Courtyard, Karachi",2,2,2,"2 Bed DD Flat For Rent In Chapal Courtyard , Scheme 33."
75 Thousand,PKR,"Diamond City, Ghalib Road",4,4,4,Luxury Brand New house for rent in diamond city Phase I
90 Thousand,PKR,"Wapda Town, Gujranwala",5,5,5,Prime Location 10 Marla House For rent In Wapda Town
55 Thousand,PKR,"Wapda Town, Gujranwala",4,4,4,Centrally Located Prime Location House In Wapda Town Is Available For rent
28 Thousand,PKR,"Al-Kabir Town - Phase 2, Al-Kabir Town",2,2,2,3 MARLA MODREN DRSIGN UPPER PORTION AVAIABLE FOR RENT IN ALKABIR TOWN . .
